date,actual,mean,naive,seasonal_naive_daily,seasonal_naive_weekly,drift,sarimax,feature_model,foundation_model
2016-05-15 01:00:00,55.0,97.46163394267658,348.3333333333333,53.333333333333336,51.666666666666664,351.4126876622643,49.7571157438141,55.197838,54.05481
2016-05-15 02:00:00,51.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,55.0,351.51202167287505,48.798380988935946,55.147427,56.791763
2016-05-15 03:00:00,40.0,97.46163394267658,348.3333333333333,58.333333333333336,56.666666666666664,351.6113556834857,47.66244425341597,54.15139,56.791763
2016-05-15 04:00:00,51.666666666666664,97.46163394267658,348.3333333333333,50.0,50.0,351.7106896940964,48.263899775186474,54.266174,56.791763
2016-05-15 05:00:00,56.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,56.666666666666664,351.8100237047071,58.06606597442533,52.020668,55.765408
2016-05-15 06:00:00,51.666666666666664,97.46163394267658,348.3333333333333,146.66666666666666,50.0,351.90935771531775,67.44393279155531,79.25529,56.791763
2016-05-15 07:00:00,93.33333333333331,97.46163394267658,348.3333333333333,176.66666666666666,60.0,352.00869172592843,95.70212976197593,88.75691,60.21296
2016-05-15 08:00:00,118.33333333333331,97.46163394267658,348.3333333333333,338.3333333333333,183.33333333333337,352.1080257365391,113.11929082456697,145.2932,63.634144
2016-05-15 09:00:00,101.66666666666669,97.46163394267658,348.3333333333333,93.33333333333331,143.33333333333334,352.2073597471498,103.46864517143786,151.41104,65.002625
2016-05-15 10:00:00,108.33333333333331,97.46163394267658,348.3333333333333,73.33333333333333,135.0,352.30669375776046,111.10579906627697,136.59438,64.31838
2016-05-15 11:00:00,105.0,97.46163394267658,348.3333333333333,355.0,50.0,352.40602776837113,116.36075574224185,111.63487,67.39746
2016-05-15 12:00:00,96.66666666666669,97.46163394267658,348.3333333333333,301.6666666666667,56.666666666666664,352.5053617789818,110.2490496798365,98.92222,78.34527
2016-05-15 13:00:00,136.66666666666666,97.46163394267658,348.3333333333333,268.3333333333333,56.666666666666664,352.6046957895925,103.73104473989622,93.55241,85.87189
2016-05-15 14:00:00,88.33333333333333,97.46163394267658,348.3333333333333,318.3333333333333,56.666666666666664,352.70402980020316,99.35661355292416,117.98636,80.7401
2016-05-15 15:00:00,93.33333333333331,97.46163394267658,348.3333333333333,201.66666666666663,50.0,352.80336381081383,92.92227750301254,114.22481,84.161285
2016-05-15 16:00:00,143.33333333333334,97.46163394267658,348.3333333333333,351.6666666666667,55.0,352.9026978214245,121.93060353502426,153.63594,78.34526
2016-05-15 17:00:00,236.66666666666663,97.46163394267658,348.3333333333333,231.66666666666663,56.666666666666664,353.0020318320352,179.43750465282164,228.80338,81.08222
2016-05-15 18:00:00,98.33333333333331,97.46163394267658,348.3333333333333,348.3333333333333,50.0,353.10136584264586,177.9859247240488,253.50456,94.766975
2016-05-15 19:00:00,96.66666666666669,97.46163394267658,348.3333333333333,123.33333333333331,60.0,353.20069985325654,125.87106800326058,130.57709,93.3985
2016-05-15 20:00:00,246.66666666666663,97.46163394267658,348.3333333333333,100.0,78.33333333333333,353.3000338638672,109.75088790317977,107.21011,85.87189
2016-05-15 21:00:00,203.33333333333337,97.46163394267658,348.3333333333333,71.66666666666667,63.333333333333336,353.3993678744779,71.7055714879491,109.334946,75.26619
2016-05-15 22:00:00,86.66666666666667,97.46163394267658,348.3333333333333,60.0,58.333333333333336,353.49870188508856,54.66199806917598,88.36966,65.002625
2016-05-15 23:00:00,83.33333333333333,97.46163394267658,348.3333333333333,56.666666666666664,53.333333333333336,353.5980358956993,47.79806899355867,77.40202,63.634144
2016-05-16 00:00:00,61.666666666666664,97.46163394267658,348.3333333333333,55.0,55.0,353.69736990631,45.78608879834837,67.73015,58.16024
2016-05-16 01:00:00,53.333333333333336,97.46163394267658,348.3333333333333,53.333333333333336,58.333333333333336,353.79670391692065,45.64476212500881,60.617653,58.16024
2016-05-16 02:00:00,56.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,55.0,353.8960379275313,44.99203428512692,57.10864,58.16024
2016-05-16 03:00:00,53.333333333333336,97.46163394267658,348.3333333333333,58.333333333333336,53.333333333333336,353.995371938142,44.55723915375552,54.369614,58.16024
2016-05-16 04:00:00,55.0,97.46163394267658,348.3333333333333,50.0,56.666666666666664,354.0947059487527,45.044784256646835,55.032875,56.791763
2016-05-16 05:00:00,51.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,65.0,354.19403995936335,53.74426477012287,58.479324,59.528717
2016-05-16 06:00:00,53.333333333333336,97.46163394267658,348.3333333333333,146.66666666666666,55.0,354.293373969974,63.322894013206565,56.367996,58.16024
2016-05-16 07:00:00,61.666666666666664,97.46163394267658,348.3333333333333,176.66666666666666,56.666666666666664,354.3927079805847,92.83370268260478,79.61495,59.1866
2016-05-16 08:00:00,88.33333333333333,97.46163394267658,348.3333333333333,338.3333333333333,61.666666666666664,354.4920419911954,110.95521680653223,102.21434,58.16024
2016-05-16 09:00:00,70.0,97.46163394267658,348.3333333333333,93.33333333333331,66.66666666666667,354.59137600180605,101.87721397527389,121.006226,59.1866
2016-05-16 10:00:00,148.33333333333334,97.46163394267658,348.3333333333333,73.33333333333333,55.0,354.69071001241673,110.58019505733614,140.65718,58.16024
2016-05-16 11:00:00,103.33333333333331,97.46163394267658,348.3333333333333,355.0,61.666666666666664,354.7900440230274,116.0293345920004,124.71068,58.043495
2016-05-16 12:00:00,206.66666666666663,97.46163394267658,348.3333333333333,301.6666666666667,135.0,354.8893780336381,109.82044970144818,157.51646,58.043495
2016-05-16 13:00:00,266.6666666666667,97.46163394267658,348.3333333333333,268.3333333333333,173.33333333333334,354.98871204424876,103.84311348027188,139.68994,58.043495
2016-05-16 14:00:00,88.33333333333333,97.46163394267658,348.3333333333333,318.3333333333333,88.33333333333333,355.08804605485943,100.39116130199147,162.10648,58.043495
2016-05-16 15:00:00,111.66666666666669,97.46163394267658,348.3333333333333,201.66666666666663,70.0,355.1873800654701,94.94918693328862,139.24379,58.043495
2016-05-16 16:00:00,88.33333333333333,97.46163394267658,348.3333333333333,351.6666666666667,78.33333333333333,355.2867140760808,122.99690520405477,157.61366,60.94567
2016-05-16 17:00:00,243.33333333333337,97.46163394267658,348.3333333333333,231.66666666666663,268.3333333333333,355.38604808669146,175.69836742264943,149.03839,69.65219
2016-05-16 18:00:00,155.0,97.46163394267658,348.3333333333333,348.3333333333333,120.0,355.48538209730214,169.35203294460837,169.28268,83.19568
2016-05-16 19:00:00,115.0,97.46163394267658,348.3333333333333,123.33333333333331,110.0,355.5847161079128,116.5896632823476,114.18894,89.32249
2016-05-16 20:00:00,96.66666666666669,97.46163394267658,348.3333333333333,100.0,95.0,355.6840501185235,103.9207188076847,127.49104,82.55075
2016-05-16 21:00:00,68.33333333333333,97.46163394267658,348.3333333333333,71.66666666666667,71.66666666666667,355.7833841291342,71.5645801733649,95.01532,65.46016
2016-05-16 22:00:00,46.666666666666664,97.46163394267658,348.3333333333333,60.0,71.66666666666667,355.8827181397449,57.213708511056666,78.760086,59.97828
2016-05-16 23:00:00,60.0,97.46163394267658,348.3333333333333,56.666666666666664,60.0,355.98205215035557,51.63127036961771,71.69795,57.398567
2016-05-17 00:00:00,50.0,97.46163394267658,348.3333333333333,55.0,51.666666666666664,356.08138616096625,50.128187728712874,55.9611,58.043495
2016-05-17 01:00:00,55.0,97.46163394267658,348.3333333333333,53.333333333333336,55.0,356.1807201715769,50.06260272411214,52.870502,56.753643
2016-05-17 02:00:00,51.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,56.666666666666664,356.2800541821876,49.057988040375335,54.247025,58.043495
2016-05-17 03:00:00,53.333333333333336,97.46163394267658,348.3333333333333,58.333333333333336,56.666666666666664,356.3793881927983,48.17110454517967,55.566456,57.398567
2016-05-17 04:00:00,53.333333333333336,97.46163394267658,348.3333333333333,50.0,50.0,356.47872220340895,47.93827420549428,52.092716,58.043495
2016-05-17 05:00:00,58.333333333333336,97.46163394267658,348.3333333333333,58.333333333333336,71.66666666666667,356.5780562140196,57.01994343699346,56.863976,58.043495
2016-05-17 06:00:00,56.666666666666664,97.46163394267658,348.3333333333333,146.66666666666666,63.333333333333336,356.6773902246303,67.62202979816902,65.940765,58.043495
2016-05-17 07:00:00,65.0,97.46163394267658,348.3333333333333,176.66666666666666,60.0,356.776724235241,96.6397498118032,82.104416,59.655815
2016-05-17 08:00:00,56.666666666666664,97.46163394267658,348.3333333333333,338.3333333333333,56.666666666666664,356.87605824585165,113.33150246155196,95.035904,59.97828
2016-05-17 09:00:00,51.666666666666664,97.46163394267658,348.3333333333333,93.33333333333331,55.0,356.9753922564623,103.78305511450719,76.01595,63.525383
2016-05-17 10:00:00,53.333333333333336,97.46163394267658,348.3333333333333,73.33333333333333,53.333333333333336,357.074726267073,112.77205914676642,67.18298,64.492775
2016-05-17 11:00:00,51.666666666666664,97.46163394267658,348.3333333333333,355.0,56.666666666666664,357.1740602776837,118.86079058439577,69.34184,66.42755
2016-05-17 12:00:00,53.333333333333336,97.46163394267658,348.3333333333333,301.6666666666667,58.333333333333336,357.27339428829436,111.3224016053531,83.2549,67.39494
2016-05-17 13:00:00,41.666666666666664,97.46163394267658,348.3333333333333,268.3333333333333,53.333333333333336,357.37272829890503,105.75146462918576,93.147385,71.586975
2016-05-17 14:00:00,53.333333333333336,97.46163394267658,348.3333333333333,318.3333333333333,53.333333333333336,357.4720623095157,105.56636572700916,66.97475,72.2319
2016-05-17 15:00:00,51.666666666666664,97.46163394267658,348.3333333333333,201.66666666666663,56.666666666666664,357.5713963201264,101.6983448848739,67.5592,76.10147
2016-05-17 16:00:00,66.66666666666667,97.46163394267658,348.3333333333333,351.6666666666667,63.333333333333336,357.67073033073706,131.7427613708636,73.36092,75.45654
2016-05-17 17:00:00,153.33333333333334,97.46163394267658,348.3333333333333,231.66666666666663,126.66666666666669,357.77006434134773,187.69027238501656,156.67873,84.80799
2016-05-17 18:00:00,100.0,97.46163394267658,348.3333333333333,348.3333333333333,101.66666666666669,357.86939835195847,181.85985890957522,179.16197,89.967415
2016-05-17 19:00:00,123.33333333333331,97.46163394267658,348.3333333333333,123.33333333333331,105.0,357.96873236256914,127.93739986782157,132.07368,91.579735
2016-05-17 20:00:00,118.33333333333331,97.46163394267658,348.3333333333333,100.0,95.0,358.0680663731798,112.69867874982322,91.45323,80.93843
2016-05-17 21:00:00,65.0,97.46163394267658,348.3333333333333,71.66666666666667,68.33333333333333,358.1674003837905,77.1913122345045,76.94476,68.36234
2016-05-17 22:00:00,46.666666666666664,97.46163394267658,348.3333333333333,60.0,58.333333333333336,358.26673439440117,61.939134111945805,58.031548,61.91306
2016-05-17 23:00:00,55.0,97.46163394267658,348.3333333333333,56.666666666666664,56.666666666666664,358.36606840501184,54.57080553034075,53.20301,58.043495
2016-05-18 00:00:00,51.666666666666664,97.46163394267658,348.3333333333333,55.0,51.666666666666664,358.4654024156225,52.633948559206374,55.24736,58.043495
2016-05-18 01:00:00,53.333333333333336,97.46163394267658,348.3333333333333,53.333333333333336,56.666666666666664,358.5647364262332,53.05130013718292,56.34663,58.043495
2016-05-18 02:00:00,55.0,97.46163394267658,348.3333333333333,58.333333333333336,56.666666666666664,358.6640704368439,52.25644046409184,53.41278,58.043495
2016-05-18 03:00:00,51.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,53.333333333333336,358.76340444745455,50.76932045593571,55.28893,58.043495
2016-05-18 04:00:00,51.666666666666664,97.46163394267658,348.3333333333333,50.0,51.666666666666664,358.8627384580652,51.62938036723665,54.83626,58.043495
2016-05-18 05:00:00,65.0,97.46163394267658,348.3333333333333,58.333333333333336,68.33333333333333,358.9620724686759,61.17401129824839,61.97688,58.043495
2016-05-18 06:00:00,70.0,97.46163394267658,348.3333333333333,146.66666666666666,110.0,359.0614064792866,71.34226951404833,65.94508,58.043495
2016-05-18 07:00:00,53.333333333333336,97.46163394267658,348.3333333333333,176.66666666666666,76.66666666666667,359.16074048989725,100.92677993419204,101.14958,58.043495
2016-05-18 08:00:00,61.666666666666664,97.46163394267658,348.3333333333333,338.3333333333333,161.66666666666666,359.2600745005079,118.76408463768826,78.66189,58.043495
2016-05-18 09:00:00,65.0,97.46163394267658,348.3333333333333,93.33333333333331,65.0,359.3594085111186,109.37668533872966,81.55507,58.043495
2016-05-18 10:00:00,58.333333333333336,97.46163394267658,348.3333333333333,73.33333333333333,63.333333333333336,359.4587425217293,117.69588289421313,74.8897,58.043495
2016-05-18 11:00:00,70.0,97.46163394267658,348.3333333333333,355.0,55.0,359.55807653233995,124.30181489693587,58.415306,58.688423
2016-05-18 12:00:00,56.666666666666664,97.46163394267658,348.3333333333333,301.6666666666667,56.666666666666664,359.65741054295063,117.98438470768849,82.335365,58.36596
2016-05-18 13:00:00,86.66666666666667,97.46163394267658,348.3333333333333,268.3333333333333,73.33333333333333,359.7567445535613,112.38212895435151,63.182384,58.36596
2016-05-18 14:00:00,81.66666666666667,97.46163394267658,348.3333333333333,318.3333333333333,80.0,359.856078564172,110.86305404098277,82.88998,59.33335
2016-05-18 15:00:00,83.33333333333333,97.46163394267658,348.3333333333333,201.66666666666663,76.66666666666667,359.9554125747827,104.41937976003965,90.56565,64.492775
2016-05-18 16:00:00,105.0,97.46163394267658,348.3333333333333,351.6666666666667,75.0,360.0547465853934,133.11474974774092,94.56626,70.61958
2016-05-18 17:00:00,118.33333333333331,97.46163394267658,348.3333333333333,231.66666666666663,91.66666666666669,360.15408059600406,191.26248102936518,153.8519,83.19567
2016-05-18 18:00:00,178.33333333333334,97.46163394267658,348.3333333333333,348.3333333333333,101.66666666666669,360.25341460661474,186.8584049541646,178.24408,84.80799
2016-05-18 19:00:00,143.33333333333334,97.46163394267658,348.3333333333333,123.33333333333331,95.0,360.3527486172254,132.37253268502707,146.68335,86.42031
2016-05-18 20:00:00,223.33333333333337,97.46163394267658,348.3333333333333,100.0,85.0,360.4520826278361,116.90091123135915,115.14566,75.77901
2016-05-18 21:00:00,81.66666666666667,97.46163394267658,348.3333333333333,71.66666666666667,61.666666666666664,360.55141663844677,80.69924387176309,102.354385,65.1377
2016-05-18 22:00:00,51.666666666666664,97.46163394267658,348.3333333333333,60.0,55.0,360.65075064905744,64.32918248047395,70.33168,59.33335
2016-05-18 23:00:00,56.666666666666664,97.46163394267658,348.3333333333333,56.666666666666664,56.666666666666664,360.7500846596681,57.16273402581646,61.969566,58.043495
2016-05-19 00:00:00,51.666666666666664,97.46163394267658,348.3333333333333,55.0,56.666666666666664,360.8494186702788,55.20891303432927,53.44844,58.043495
2016-05-19 01:00:00,51.666666666666664,97.46163394267658,348.3333333333333,53.333333333333336,56.666666666666664,360.94875268088947,55.083973314470086,54.42893,58.043495
2016-05-19 02:00:00,50.0,97.46163394267658,348.3333333333333,58.333333333333336,56.666666666666664,361.04808669150015,53.58229610669616,52.453983,58.043495
2016-05-19 03:00:00,51.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,50.0,361.1474207021108,52.46122665343137,53.055687,57.879635
2016-05-19 04:00:00,56.666666666666664,97.46163394267658,348.3333333333333,50.0,56.666666666666664,361.2467547127215,53.05108344020732,52.93968,57.879635
2016-05-19 05:00:00,55.0,97.46163394267658,348.3333333333333,58.333333333333336,61.666666666666664,361.3460887233322,62.052338689987096,56.283787,57.879635
2016-05-19 06:00:00,58.333333333333336,97.46163394267658,348.3333333333333,146.66666666666666,48.333333333333336,361.44542273394285,71.4476584770049,53.46513,57.879635
2016-05-19 07:00:00,50.0,97.46163394267658,348.3333333333333,176.66666666666666,58.333333333333336,361.5447567445535,99.58616366138483,60.857635,60.42379
2016-05-19 08:00:00,53.333333333333336,97.46163394267658,348.3333333333333,338.3333333333333,51.666666666666664,361.6440907551642,115.94551687479986,64.42498,61.695873
2016-05-19 09:00:00,36.666666666666664,97.46163394267658,348.3333333333333,93.33333333333331,48.333333333333336,361.7434247657749,106.43399273793148,61.196182,62.649933
2016-05-19 10:00:00,55.0,97.46163394267658,348.3333333333333,73.33333333333333,58.333333333333336,361.84275877638555,114.873087622492,51.38433,63.603992
2016-05-19 11:00:00,51.666666666666664,97.46163394267658,348.3333333333333,355.0,50.0,361.9420927869962,120.49988597846618,49.866997,66.784195
2016-05-19 12:00:00,55.0,97.46163394267658,348.3333333333333,301.6666666666667,55.0,362.04142679760696,112.97314531660106,51.758694,71.872505
2016-05-19 13:00:00,50.0,97.46163394267658,348.3333333333333,268.3333333333333,56.666666666666664,362.14076080821764,104.16781258395383,59.52299,72.508545
2016-05-19 14:00:00,63.333333333333336,97.46163394267658,348.3333333333333,318.3333333333333,56.666666666666664,362.2400948188283,98.21196863663965,55.769684,79.186966
2016-05-19 15:00:00,81.66666666666667,97.46163394267658,348.3333333333333,201.66666666666663,68.33333333333333,362.339428829439,93.90521196574866,81.77253,76.32479
2016-05-19 16:00:00,90.0,97.46163394267658,348.3333333333333,351.6666666666667,118.33333333333331,362.43876284004966,124.92110251403437,98.689735,79.186966
2016-05-19 17:00:00,208.33333333333337,97.46163394267658,348.3333333333333,231.66666666666663,208.33333333333337,362.53809685066034,177.4596708121095,132.90865,81.41311
2016-05-19 18:00:00,120.0,97.46163394267658,348.3333333333333,348.3333333333333,105.0,362.637430861271,172.2631588574534,157.54132,90.63568
2016-05-19 19:00:00,98.33333333333331,97.46163394267658,348.3333333333333,123.33333333333331,123.33333333333331,362.7367648718817,121.31032538219847,129.04929,90.63568
2016-05-19 20:00:00,118.33333333333331,97.46163394267658,348.3333333333333,100.0,100.0,362.83609888249237,110.8341471897644,112.89012,83.321236
2016-05-19 21:00:00,66.66666666666667,97.46163394267658,348.3333333333333,71.66666666666667,71.66666666666667,362.93543289310304,76.19603874280335,83.24771,69.01033
2016-05-19 22:00:00,50.0,97.46163394267658,348.3333333333333,60.0,60.0,363.0347669037137,60.527195543210155,52.930202,63.603992
2016-05-19 23:00:00,56.666666666666664,97.46163394267658,348.3333333333333,56.666666666666664,56.666666666666664,363.1341009143244,54.0202880258455,47.601307,59.15171
2016-05-20 00:00:00,51.666666666666664,97.46163394267658,348.3333333333333,55.0,55.0,363.23343492493507,51.56876080728921,50.619125,57.879635
2016-05-20 01:00:00,51.666666666666664,97.46163394267658,348.3333333333333,53.333333333333336,53.333333333333336,363.33276893554574,52.177186352068816,51.09392,57.879635
2016-05-20 02:00:00,36.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,58.333333333333336,363.4321029461564,51.425337030160335,50.873283,57.879635
2016-05-20 03:00:00,58.333333333333336,97.46163394267658,348.3333333333333,58.333333333333336,58.333333333333336,363.5314369567671,50.2583540587475,51.080566,57.879635
2016-05-20 04:00:00,51.666666666666664,97.46163394267658,348.3333333333333,50.0,50.0,363.63077096737777,51.21137205215257,58.09796,57.879635
2016-05-20 05:00:00,61.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,58.333333333333336,363.73010497798845,60.71740237515564,63.43433,57.879635
2016-05-20 06:00:00,66.66666666666667,97.46163394267658,348.3333333333333,146.66666666666666,146.66666666666666,363.8294389885991,70.2047953026647,94.90858,58.197655
2016-05-20 07:00:00,80.0,97.46163394267658,348.3333333333333,176.66666666666666,176.66666666666666,363.9287729992098,98.91941774829286,131.5944,57.879635
2016-05-20 08:00:00,126.66666666666669,97.46163394267658,348.3333333333333,338.3333333333333,338.3333333333333,364.0281070098205,115.11034707916554,176.10667,58.515675
2016-05-20 09:00:00,73.33333333333333,97.46163394267658,348.3333333333333,93.33333333333331,93.33333333333331,364.1274410204312,105.00773193988357,128.96278,58.515675
2016-05-20 10:00:00,81.66666666666667,97.46163394267658,348.3333333333333,73.33333333333333,73.33333333333333,364.2267750310419,113.56721020994621,140.15674,58.515675
2016-05-20 11:00:00,73.33333333333333,97.46163394267658,348.3333333333333,355.0,355.0,364.32610904165256,118.70874406928908,183.77138,58.515675
2016-05-20 12:00:00,71.66666666666667,97.46163394267658,348.3333333333333,301.6666666666667,301.6666666666667,364.42544305226323,112.6262692080303,147.40208,58.515675
2016-05-20 13:00:00,61.666666666666664,97.46163394267658,348.3333333333333,268.3333333333333,268.3333333333333,364.5247770628739,108.81661572313658,116.06316,57.879635
2016-05-20 14:00:00,60.0,97.46163394267658,348.3333333333333,318.3333333333333,318.3333333333333,364.6241110734846,107.20640908560176,90.97479,60.10577
2016-05-20 15:00:00,46.666666666666664,97.46163394267658,348.3333333333333,201.66666666666663,201.66666666666663,364.72344508409526,102.22609885832117,80.941086,61.377853
2016-05-20 16:00:00,48.333333333333336,97.46163394267658,348.3333333333333,351.6666666666667,351.6666666666667,364.82277909470594,131.83586464818814,84.56273,68.692314
2016-05-20 17:00:00,75.0,97.46163394267658,348.3333333333333,231.66666666666663,231.66666666666663,364.9221131053166,186.63208375139948,97.08678,80.77707
2016-05-20 18:00:00,78.33333333333333,97.46163394267658,348.3333333333333,348.3333333333333,348.3333333333333,365.0214471159273,179.43359161100216,173.74979,84.91133
2016-05-20 19:00:00,65.0,97.46163394267658,348.3333333333333,123.33333333333331,126.66666666666669,365.12078112653796,124.5555220830804,128.98216,87.773506
2016-05-20 20:00:00,70.0,97.46163394267658,348.3333333333333,100.0,116.66666666666669,365.22011513714864,109.15157105780963,84.43179,80.77707
2016-05-20 21:00:00,65.0,97.46163394267658,348.3333333333333,71.66666666666667,71.66666666666667,365.3194491477593,73.96435347896147,80.36938,67.420235
2016-05-20 22:00:00,53.333333333333336,97.46163394267658,348.3333333333333,60.0,53.333333333333336,365.41878315837,58.966045896661626,70.95338,59.78775
2016-05-20 23:00:00,45.0,97.46163394267658,348.3333333333333,56.666666666666664,58.333333333333336,365.51811716898067,52.39500869948256,59.57675,57.879635
2016-05-21 00:00:00,48.333333333333336,97.46163394267658,348.3333333333333,55.0,51.666666666666664,365.61745117959134,50.77508022409131,57.708763,57.879635
2016-05-21 01:00:00,51.666666666666664,97.46163394267658,348.3333333333333,53.333333333333336,56.666666666666664,365.716785190202,52.02660899367038,66.48389,57.879635
2016-05-21 02:00:00,56.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,53.333333333333336,365.8161192008127,51.622554287551,66.25766,57.879635
2016-05-21 03:00:00,48.333333333333336,97.46163394267658,348.3333333333333,58.333333333333336,55.0,365.91545321142337,51.08391598313801,71.57337,57.879635
2016-05-21 04:00:00,56.666666666666664,97.46163394267658,348.3333333333333,50.0,55.0,366.01478722203404,51.49228137357454,74.535355,57.879635
2016-05-21 05:00:00,51.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,51.666666666666664,366.1141212326447,60.5735431437829,77.53713,58.515675
2016-05-21 06:00:00,60.0,97.46163394267658,348.3333333333333,146.66666666666666,53.333333333333336,366.21345524325545,71.04173452278849,90.622795,58.515675
2016-05-21 07:00:00,56.666666666666664,97.46163394267658,348.3333333333333,176.66666666666666,148.33333333333334,366.31278925386613,99.59357473970363,103.2477,61.695873
2016-05-21 08:00:00,208.33333333333337,97.46163394267658,348.3333333333333,338.3333333333333,121.66666666666669,366.4121232644768,116.21540510030786,94.715065,61.695873
